%time,field.transforms0.header.seq,field.transforms0.header.stamp,field.transforms0.header.frame_id,field.transforms0.child_frame_id,field.transforms0.transform.translation.x,field.transforms0.transform.translation.y,field.transforms0.transform.translation.z,field.transforms0.transform.rotation.x,field.transforms0.transform.rotation.y,field.transforms0.transform.rotation.z,field.transforms0.transform.rotation.w
1528473246099859624,0,1528473246099517880,odom,base_footprint,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1528473246159116998,0,1528473246158670285,odom,base_footprint,0.0,0.0,0.0,0.0,0.0,-8.7266462489e-05,0.999999996192
1528473246216898489,0,1528473246216469533,odom,base_footprint,0.00174848778421,-3.05168690752e-07,0.0,0.0,0.0,-8.7266462489e-05,0.999999996192
1528473246239802743,0,1528473246239465037,odom,base_footprint,0.00213230217586,-3.72156939941e-07,0.0,0.0,0.0,-0.000174532924313,0.999999984769
1528473246298971020,0,1528473246298542810,odom,base_footprint,0.00332639133978,-7.88972706326e-07,0.0,0.0,0.0,-0.000261799384809,0.999999965731
1528473246358700355,0,1528473246358372973,odom,base_footprint,0.00494694079598,-1.63749049493e-06,0.0,0.0,0.0,-0.000261799384809,0.999999965731
1528473246417030675,0,1528473246416540852,odom,base_footprint,0.00673807440546,-2.57532594549e-06,0.0,0.0,0.0,-0.000261799384809,0.999999965731
1528473246438772065,0,1528473246438389215,odom,base_footprint,0.00746305705691,-2.95492600881e-06,0.0,0.0,0.0,-0.000261799384809,0.999999965731
1528473246498727964,0,1528473246498386193,odom,base_footprint,0.00925419066639,-3.89276145937e-06,0.0,0.0,0.0,-0.00034906584331,0.999999939077
1528473246558790077,0,1528473246558445430,odom,base_footprint,0.0111306161525,-5.2027537882e-06,0.0,0.0,0.0,-0.000436332299153,0.999999904807
1528473246618615012,0,1528473246618275163,odom,base_footprint,0.012580581102,-6.46808722983e-06,0.0,0.0,0.0,-0.000436332299153,0.999999904807
1528473246678747488,0,1528473246678322576,odom,base_footprint,0.0144143603029,-8.06836187658e-06,0.0,0.0,0.0,-0.000610865200207,0.999999813422
1528473246738558196,0,1528473246738224700,odom,base_footprint,0.0161628468089,-1.02045421913e-05,0.0,0.0,0.0,-0.000698131644088,0.999999756306
